MSISDN,Resource_Value,Resource_Type,Amount_Charged,Datetime_Charged
9230966239325,16,SMS,0,2024-01-02 06:20:08
9230223870632,276,Voice,0,2023-09-25 22:07:41
9230297542011,16,SMS,0,2024-02-27 12:19:40
9230308743962,263,Voice,8,2023-06-08 02:43:26
9230469090751,137,Voice,3,2023-04-28 09:01:05
9230377808000,84,Data,0,2023-08-11 19:19:50
9230745590992,90,Voice,0,2023-12-18 21:57:43
9230663695123,99,Data,0,2024-01-02 23:40:35
9230230356648,47,SMS,0,2024-12-01 08:10:32
9230671758459,61,Data,12,2023-04-12 21:19:15
9230974624965,260,Voice,0,2023-05-28 19:27:21
9230210475028,289,Voice,0,2023-09-26 20:04:14
9230532210174,89,Data,5,2024-04-29 01:50:00
9230116725380,92,Voice,0,2023-03-06 15:49:11
9230857792434,27,Data,0,2023-08-02 02:35:00
9230417657556,58,Data,6,2023-11-12 16:28:10
9230269592945,14,SMS,0,2023-08-30 18:43:35
9230383558530,109,Voice,12,2023-07-01 06:42:01
9230132527460,68,Data,0,2023-12-02 08:04:28
9230492137781,65,Data,14,2024-08-15 08:25:24
9230951173620,195,Voice,0,2024-05-29 06:50:00
9230587001801,36,SMS,0,2024-09-06 01:05:26
9230784359368,285,Voice,2,2024-09-25 15:51:40
9230460406713,37,SMS,2,2024-02-02 10:32:00
9230578961856,16,SMS,17,2023-05-26 10:13:34
9230195976999,54,Data,2,2023-01-30 14:47:36
9230340061181,12,Data,11,2023-10-28 07:51:01
9230445523109,85,Voice,0,2023-07-13 15:52:42
9230130432269,11,Data,0,2024-03-16 10:15:59
9230878531833,12,Data,2,2023-02-05 15:56:30
9230340148689,27,Data,0,2023-11-27 14:42:47
9230690127388,10,Voice,3,2024-09-02 13:18:19
9230206993428,71,Voice,0,2024-04-04 16:42:26
9230284527343,32,SMS,0,2024-10-16 16:06:18
9230989253929,82,Data,0,2024-05-04 23:03:34
9230380721970,39,SMS,4,2024-07-01 13:55:06
9230371331909,26,Data,10,2023-08-23 04:40:14
9230838747192,19,Data,0,2023-10-08 12:02:27
9230203822216,2,SMS,4,2023-09-01 06:05:12
9230131213667,65,Data,7,2023-06-11 22:51:28
9230128262006,180,Voice,14,2024-09-22 13:12:00
9230221414651,80,Data,0,2023-06-24 11:19:29
9230407100763,44,SMS,0,2024-12-17 02:23:18
9230917703637,194,Voice,0,2023-03-18 07:29:13
9230250373229,112,Voice,11,2023-08-17 12:02:47
9230694303636,47,SMS,9,2023-08-17 08:11:19
9230316119294,158,Voice,9,2023-05-29 07:54:31
9230677426741,75,Data,2,2024-09-13 18:11:25
9230681362355,2,Data,5,2024-02-12 04:52:26
9230265833817,10,SMS,0,2024-10-24 03:31:03
9230445974479,12,Data,0,2023-01-13 12:05:17
9230813900597,281,Voice,3,2024-08-16 12:17:48
9230377119445,26,SMS,0,2023-12-25 00:10:39
9230430137914,29,Data,6,2023-10-15 01:58:43
9230683830895,32,Data,0,2023-08-31 01:22:20
9230884555194,36,Data,0,2023-01-19 01:11:19
9230734328465,20,SMS,11,2024-04-14 10:34:23
9230277713469,42,Data,0,2023-02-01 11:18:40
9230338505901,30,SMS,7,2023-08-08 04:39:39
9230273259061,13,SMS,17,2023-04-14 11:55:57
9230805812231,192,Voice,11,2024-05-22 17:43:31
9230560138149,292,Voice,0,2024-06-26 09:50:51
9230208786773,68,Data,0,2024-10-30 07:24:19
9230372387956,30,SMS,10,2024-12-24 09:48:36
9230719228714,283,Voice,14,2023-07-23 09:25:02
9230128026064,17,SMS,0,2023-09-25 15:53:44
9230823544998,90,Data,1,2024-03-13 15:51:13
9230136370951,20,SMS,17,2023-04-27 05:25:37
9230281653523,75,Data,4,2024-12-30 02:25:30
9230200289727,11,Data,0,2024-06-14 06:10:46
9230213698765,257,Voice,3,2024-05-15 03:07:09
9230141894241,62,Data,0,2023-01-17 19:31:08
9230718459155,34,SMS,9,2023-11-11 21:00:18
9230522252850,30,SMS,14,2024-01-17 08:01:48
9230913662608,39,SMS,19,2023-01-10 10:36:01
9230162731400,8,SMS,18,2024-06-08 13:52:02
9230191688658,24,Data,0,2024-07-08 23:58:18
9230648571772,10,Data,11,2023-10-19 17:26:53
9230957219651,36,SMS,3,2024-10-24 10:44:16
9230879557130,220,Voice,0,2024-05-28 16:39:04
9230488909528,30,Data,0,2023-09-09 09:43:34
9230286659796,50,Data,19,2024-07-10 10:56:00
9230380831002,70,Data,0,2023-10-19 06:10:46
9230861468048,67,Voice,15,2023-06-28 13:12:18
9230958106815,80,Data,2,2024-11-01 10:45:59
9230286659796,3,Data,10,2023-11-21 21:39:16
9230759296495,37,Data,15,2023-06-10 18:11:09
9230350789665,276,Voice,0,2023-06-03 04:34:47
9230804972100,49,SMS,0,2024-02-08 00:03:37
9230797852798,39,SMS,0,2023-04-20 00:07:55
9230525329325,26,Voice,0,2023-03-31 14:29:06
9230265833817,7,SMS,4,2024-12-18 23:45:50
9230536743904,15,Data,0,2024-03-24 05:30:34
9230277713469,75,Data,5,2023-10-01 14:28:05
9230324505412,65,Data,17,2023-10-09 21:47:39
9230906222160,38,Data,0,2024-01-27 05:47:04
9230644375655,12,Data,16,2023-04-19 00:47:18
9230963789911,45,Data,12,2024-09-24 03:07:01
9230770746433,17,Data,2,2023-03-10 08:04:18
9230760123315,6,SMS,0,2023-04-23 00:55:07
9230625617252,27,Data,1,2023-11-24 01:46:07
9230406874492,83,Data,6,2024-07-10 23:24:19
9230383558530,110,Voice,0,2024-11-23 22:59:42
9230259441946,46,SMS,15,2023-08-13 13:19:33
9230707794631,39,SMS,13,2023-12-09 03:36:38
9230998618451,22,Data,6,2023-03-08 02:28:19
9230233566905,9,SMS,0,2023-01-18 15:44:38
9230116725380,84,Data,0,2024-11-05 14:53:31
9230407100763,259,Voice,0,2023-12-09 10:19:43
9230991595287,49,SMS,0,2023-11-05 16:42:48
9230771370719,25,SMS,9,2023-10-27 18:56:26
9230438965158,5,SMS,0,2024-11-27 03:29:53
9230243179920,61,Data,0,2024-01-01 05:34:22
9230359400406,41,SMS,0,2024-07-16 00:42:30
9230904602671,88,Data,0,2024-09-03 22:55:41
9230841273951,40,Data,12,2023-04-28 16:11:37
9230338854256,139,Voice,10,2024-08-30 20:36:08
9230164904391,83,Data,10,2023-04-25 02:52:16
9230328855785,24,SMS,4,2023-06-03 05:55:45
9230453084420,16,Voice,0,2024-06-16 07:10:05
9230131213667,18,Data,0,2023-12-23 14:50:19
9230478323663,39,Data,0,2023-04-14 12:12:14
9230995147362,163,Voice,0,2024-06-07 00:20:45
9230542774756,9,Data,5,2024-09-27 01:51:45
9230705284347,284,Voice,0,2024-10-13 14:23:39
9230532570407,175,Voice,7,2024-12-02 03:29:00
9230798629373,49,SMS,1,2023-05-11 21:39:23
9230863763764,41,Voice,0,2023-04-26 00:50:09
9230469090751,15,SMS,0,2023-06-25 04:44:46
9230102123429,19,SMS,0,2024-05-02 01:13:07
9230694303636,133,Voice,0,2024-06-05 04:35:28
9230628658338,98,Voice,20,2024-03-11 04:26:45
9230406147934,23,SMS,17,2024-03-31 23:12:58
9230349006281,95,Voice,5,2023-06-17 23:18:53
9230854438776,82,Data,11,2023-08-16 09:36:35
9230131212541,4,SMS,0,2023-12-19 07:32:39
9230542774756,86,Data,0,2024-09-07 04:42:15
9230140927318,39,SMS,6,2024-01-11 07:23:49
9230509988441,1,SMS,1,2023-03-11 19:46:14
9230620961607,11,SMS,0,2023-12-26 03:05:18
9230430137914,27,SMS,14,2024-12-15 02:07:56
9230407100763,231,Voice,0,2023-06-29 09:08:15
9230771370719,41,SMS,13,2023-04-02 02:51:27
9230182771385,9,SMS,2,2024-11-30 12:43:21
9230544164977,74,Voice,8,2024-11-18 04:37:32
9230526661255,77,Voice,0,2023-09-24 01:45:20
9230276660407,15,SMS,0,2024-11-11 11:50:27
9230744398113,200,Voice,10,2024-08-30 09:00:59
9230898156533,226,Voice,0,2024-12-17 13:18:20
9230916001896,26,SMS,6,2024-03-09 09:28:59
9230668420188,44,SMS,7,2024-12-20 06:22:09
9230368714655,42,Data,2,2024-08-05 06:28:16
9230845739714,49,Voice,10,2024-10-03 07:09:11
9230363807566,23,SMS,0,2024-01-05 08:04:13
9230418573546,15,Data,0,2023-04-21 21:56:07
9230797852798,60,Data,0,2023-01-13 09:26:48
9230600587929,4,Data,0,2024-09-10 11:05:44
9230453084420,40,SMS,0,2023-11-19 20:45:26
9230483063262,11,Voice,0,2024-01-12 12:59:11
9230199794288,41,SMS,0,2023-12-10 04:18:03
9230174392318,94,Data,0,2023-08-24 21:20:26
9230572489793,55,Data,3,2023-07-28 01:16:13
9230808755530,15,Data,0,2024-01-01 07:10:05
9230445974479,250,Voice,3,2024-02-27 13:56:49
9230538379054,93,Data,0,2024-12-11 05:10:08
9230715340104,47,SMS,0,2023-09-16 13:57:04
9230544164977,219,Voice,0,2023-05-29 14:43:25
9230136370951,39,SMS,9,2024-06-13 09:26:59
9230377854779,29,SMS,0,2023-09-09 07:47:29
9230683830895,18,SMS,18,2023-09-30 10:18:37
9230577919273,169,Voice,16,2023-11-19 05:17:05
9230940913341,85,Data,12,2023-08-12 08:59:46
9230784359368,56,Data,12,2023-07-25 18:20:42
9230185115570,81,Data,0,2024-04-26 15:09:26
9230996123791,249,Voice,0,2023-03-29 04:22:51
9230136074684,254,Voice,17,2024-07-09 19:05:29
9230719228714,49,Voice,6,2023-08-07 23:53:37
9230102123429,30,SMS,5,2023-07-23 12:19:57
9230615495383,28,SMS,0,2023-08-26 18:22:39
9230798629373,92,Data,11,2023-07-08 17:33:53
9230877653565,23,SMS,0,2023-01-23 14:15:20
9230280094327,72,Voice,8,2023-11-29 11:02:04
9230518716541,135,Voice,16,2024-06-14 05:48:18
9230608797513,52,Data,0,2024-03-10 15:05:34
9230198819986,113,Voice,0,2024-08-28 17:28:51
9230660795550,163,Voice,9,2024-09-22 20:12:33
9230843939004,7,Data,17,2023-04-12 01:06:06
9230368714655,2,SMS,0,2023-04-17 14:11:37
9230924151654,21,SMS,0,2023-03-31 21:32:53
9230482635548,226,Voice,8,2024-12-08 15:24:30
9230817598215,246,Voice,0,2024-01-20 19:17:14
9230300480073,1,Data,11,2024-08-02 03:09:13
9230261321312,236,Voice,15,2024-06-13 08:51:20
9230577919273,85,Voice,20,2023-05-15 15:02:33
9230347659110,31,SMS,2,2023-10-22 04:18:55
9230502363761,283,Voice,13,2024-03-08 09:08:39
9230859759249,54,Data,0,2024-11-26 11:00:41
9230734032528,43,Voice,9,2023-06-04 20:35:43
9230302161434,44,Data,0,2024-12-19 03:16:42
9230135736693,174,Voice,15,2024-10-23 06:58:37
9230744398113,56,Data,14,2023-04-09 03:27:31
9230703883514,35,SMS,0,2023-03-12 12:56:49
9230736702569,31,SMS,0,2024-08-24 23:38:14
9230243179920,59,Data,12,2023-02-14 03:01:28
9230489567018,50,SMS,0,2023-08-26 19:08:37
9230705284347,96,Data,12,2024-10-16 21:16:52
9230518578339,64,Data,0,2024-01-22 17:30:46
9230502363761,82,Voice,0,2023-10-10 22:01:48
9230424681184,10,SMS,16,2024-08-03 09:51:52
9230926844978,127,Voice,11,2024-12-24 18:19:40
9230242009124,8,Data,0,2024-03-04 04:30:58
9230498727181,35,SMS,10,2024-08-19 00:43:21
9230671681911,50,SMS,13,2023-08-22 14:33:33
9230648571772,73,Data,18,2023-07-22 11:20:26
9230214230900,85,Data,19,2023-12-24 05:33:26
9230975398588,47,SMS,0,2023-03-09 16:02:56
9230232190327,28,SMS,7,2023-08-21 14:51:45
9230519509585,8,SMS,0,2023-05-25 18:49:07
9230449994233,1,SMS,0,2023-07-04 17:32:17
9230428352927,49,Voice,9,2023-04-29 18:42:13
9230717631811,91,Data,2,2023-05-02 12:12:44
9230996629579,39,Data,0,2023-07-06 04:09:37
9230489567018,47,Voice,0,2023-03-07 01:45:10
9230690127388,39,Data,9,2023-01-24 22:13:52
9230316119294,78,Data,0,2023-10-23 17:23:14
9230491725711,42,SMS,17,2023-08-23 19:29:11
9230181232816,92,Data,0,2024-07-28 05:46:27
9230265833817,24,SMS,3,2023-04-07 12:39:02
9230406147934,61,Data,8,2024-07-11 07:26:57
9230277017963,43,Data,0,2023-11-19 04:02:28
9230877452953,25,SMS,0,2024-09-15 02:26:19
9230131212541,2,SMS,0,2024-02-16 04:21:57
9230926844978,19,Data,10,2024-12-21 13:06:43
9230195976999,44,SMS,0,2024-12-18 17:39:15
9230406147934,20,SMS,8,2024-03-23 13:11:12
9230913067921,5,SMS,0,2023-04-01 23:09:08
9230169412325,59,Data,6,2023-02-23 08:34:46
9230461913145,1,SMS,4,2023-06-13 04:12:20
9230297580025,35,Data,19,2024-01-12 02:02:39
9230276004324,72,Data,0,2023-03-05 07:22:01
9230935333762,134,Voice,11,2023-10-29 02:47:53
9230678073159,77,Data,20,2023-06-13 06:21:56
9230906222160,34,SMS,6,2023-12-16 06:53:32
9230701049720,9,SMS,0,2023-12-19 09:58:14
9230584157454,67,Data,13,2024-06-10 21:56:53
9230683830895,231,Voice,5,2024-02-23 01:32:52
9230996583212,152,Voice,2,2024-07-22 02:21:26
9230380831002,50,Data,10,2023-05-06 02:01:08
9230745590992,87,Voice,3,2024-05-07 14:23:26
9230291832784,257,Voice,0,2023-08-27 09:52:52
9230344399416,59,Voice,14,2023-02-16 12:02:05
9230707794631,88,Data,4,2023-08-29 05:03:34
9230808755530,35,Voice,2,2024-12-05 21:20:53
9230141894241,24,Data,6,2023-04-07 20:26:03
9230101039883,70,Voice,12,2023-02-20 14:03:06
9230108807547,12,SMS,0,2024-08-18 20:48:29
9230695127231,280,Voice,11,2024-10-06 06:23:07
9230935333762,35,SMS,9,2023-08-04 14:33:56
9230839531825,15,SMS,0,2023-04-22 10:31:45
9230498727181,76,Data,13,2023-11-30 03:36:32
9230677273280,66,Data,0,2024-02-17 22:25:53
9230492437848,16,SMS,0,2024-04-07 09:47:00
9230166511912,54,Data,1,2024-12-26 05:48:55
9230695127231,87,Voice,0,2024-01-13 10:31:22
9230344399416,148,Voice,0,2024-03-08 03:49:52
9230371331909,74,Data,0,2024-01-17 20:45:46
9230407015189,33,SMS,7,2024-11-28 01:18:44
9230503425792,39,SMS,4,2023-08-11 02:55:56
9230136074684,123,Voice,0,2024-09-27 23:24:07
9230482635548,87,Data,0,2024-06-30 00:26:50
9230659891639,218,Voice,4,2023-03-08 22:39:48
9230469234286,83,Data,0,2024-12-14 18:32:39
9230515578106,78,Voice,9,2024-06-16 08:38:35
9230371331909,27,Data,16,2023-02-01 18:54:35
9230276660407,36,SMS,16,2023-08-02 07:22:01
9230522252850,46,Data,7,2024-12-29 20:38:16
9230701523260,4,SMS,0,2024-10-10 02:20:52
9230555117124,45,Data,18,2023-01-23 18:48:37
9230609873958,7,SMS,16,2024-05-08 18:09:21
9230231393360,34,SMS,0,2023-09-13 07:44:10
9230836421597,28,Data,0,2023-01-11 06:59:30
9230951173620,6,SMS,12,2024-08-23 00:23:12
9230744398113,11,Voice,0,2024-01-25 16:21:12
9230530607842,43,SMS,19,2023-08-02 17:36:37
9230740178078,9,Data,3,2024-10-11 13:55:26
9230460235560,69,Data,4,2023-12-04 09:36:36
9230416880924,38,SMS,19,2023-04-04 12:55:01
9230406874492,68,Data,0,2023-01-25 18:31:43
9230836421597,264,Voice,8,2024-12-10 13:31:33
9230710465361,41,SMS,0,2023-10-19 14:20:46
9230988629670,149,Voice,0,2024-03-08 09:03:38
9230879503904,37,Data,15,2023-05-16 10:29:59
9230274619633,78,Data,11,2023-11-16 17:51:58
9230538552061,108,Voice,0,2023-07-06 06:39:42
9230663695123,296,Voice,0,2024-08-05 04:04:36
9230538552061,48,SMS,10,2023-05-12 18:11:37
9230230356648,50,SMS,0,2023-05-05 07:51:57
9230878531833,81,Data,16,2023-08-27 14:39:36
9230760123315,31,SMS,0,2024-07-12 00:26:05
9230783931863,56,Voice,0,2023-01-31 13:00:36
9230924151654,212,Voice,16,2024-11-10 09:53:13
9230797852798,15,Data,0,2023-09-04 21:12:51
9230293207299,15,SMS,0,2023-01-27 18:41:50
9230696877696,123,Voice,10,2024-11-25 18:22:24
9230424834512,131,Voice,0,2024-03-21 09:25:40
9230191688658,83,Data,0,2023-09-14 06:00:33
9230356540951,287,Voice,12,2024-06-19 12:30:32
9230135697838,49,SMS,0,2023-08-30 13:17:05
9230533971297,49,Voice,11,2023-06-05 23:02:59
9230369808467,77,Data,2,2024-12-28 21:51:03
9230539361665,44,Voice,0,2024-06-15 14:17:36
9230316119294,214,Voice,13,2023-12-16 06:50:55
9230644375655,16,SMS,1,2024-04-10 13:19:24
9230316119294,251,Voice,0,2024-07-06 13:18:35
9230988629670,140,Voice,5,2024-07-08 03:03:13
9230200289727,47,Data,0,2023-09-30 23:03:39
9230569464483,56,Voice,8,2024-07-14 19:01:41
9230237841298,58,Data,3,2024-02-24 07:41:52
9230878479840,24,SMS,3,2024-04-16 09:10:41
9230863763764,61,Data,17,2023-01-18 09:04:25
9230417657556,39,SMS,6,2024-12-04 09:31:48
9230934867447,296,Voice,0,2024-11-20 18:55:05
9230963789911,19,SMS,0,2023-03-15 21:05:04
9230663695123,89,Data,20,2024-04-28 13:38:16
9230277713469,269,Voice,2,2024-09-20 13:44:12
9230440406252,44,SMS,0,2023-05-22 09:26:34
9230980574168,55,Data,9,2023-06-18 06:52:17
9230208786773,8,Voice,13,2024-01-17 17:06:07
9230189367566,87,Voice,0,2023-08-01 20:30:16
9230784359368,145,Voice,0,2024-08-30 19:05:54
9230965222030,12,SMS,0,2023-12-16 08:35:03
9230975398588,81,Data,18,2023-04-26 11:43:30
9230492137781,24,SMS,0,2024-11-16 01:55:33
9230655468230,1,Data,0,2023-07-03 01:07:24
9230870299395,61,Voice,0,2023-01-05 23:31:01
9230208786773,33,Data,0,2024-09-29 02:31:45
9230418573546,90,Data,0,2023-11-02 04:44:39
9230705284347,23,Data,0,2024-04-17 04:06:20
9230949423190,8,SMS,0,2024-02-17 10:12:16
9230991595287,236,Voice,4,2023-01-11 08:08:46
9230498727181,264,Voice,0,2024-04-16 10:06:41
9230894240000,193,Voice,0,2023-02-24 20:49:23
9230532570407,44,SMS,8,2024-07-07 19:12:09
9230232190327,7,Data,0,2024-10-27 14:49:05
9230382598306,18,Data,11,2024-12-01 01:03:23
9230805812231,72,Data,17,2024-08-02 21:39:37
9230184750806,3,SMS,0,2024-09-05 08:18:51
9230316119294,45,SMS,0,2024-04-24 01:21:49
9230338854256,9,SMS,12,2023-11-30 21:25:16
9230438965158,63,Data,6,2023-12-31 22:07:22
9230259441946,27,SMS,0,2024-11-03 11:27:07
9230429988720,44,Data,18,2023-05-25 04:10:45
9230169412325,42,Data,0,2023-08-07 01:33:07
9230583143146,22,Data,19,2023-08-06 22:21:14
9230223870632,12,SMS,0,2024-12-05 21:25:57
9230542774756,9,SMS,0,2023-11-27 18:40:23
9230174337699,14,Data,10,2023-01-29 05:39:54
9230808755530,185,Voice,0,2023-01-08 22:49:51
9230877452953,197,Voice,17,2024-06-23 22:43:55
9230532210174,10,SMS,0,2023-01-17 07:58:48
9230406874492,5,Data,0,2024-08-28 04:00:50
9230405694220,81,Voice,17,2023-05-05 05:50:48
9230539361665,36,Data,0,2023-08-27 22:12:08
9230130432269,135,Voice,0,2023-11-16 19:59:34
9230582461373,232,Voice,19,2023-04-11 14:39:14
9230482635548,72,Data,8,2023-08-15 15:43:33
9230719228714,72,Voice,0,2024-02-02 05:03:44
9230975398588,3,SMS,7,2024-12-31 03:30:55
9230808755530,30,Voice,18,2024-11-28 01:13:06
9230515222731,48,SMS,0,2023-11-16 00:42:35
9230677273280,270,Voice,0,2024-09-17 15:09:05
9230276004324,59,Data,16,2024-05-20 19:22:04
9230397501087,86,Data,7,2024-03-05 04:51:30
9230239925602,17,SMS,13,2024-06-20 18:46:46
9230128026064,42,SMS,0,2023-01-09 13:58:53
9230141002657,35,SMS,0,2023-10-08 09:51:21
9230424681184,226,Voice,16,2023-06-19 17:49:24
9230483525064,33,SMS,0,2024-01-06 07:19:55
9230834904761,86,Voice,10,2024-10-02 09:12:55
9230734328465,9,Data,0,2024-09-03 01:30:17
9230781941999,40,SMS,14,2023-04-15 11:17:32
9230988629670,175,Voice,3,2023-01-05 13:20:14
9230582875040,36,Data,0,2024-12-19 20:59:18
9230354967134,70,Voice,0,2024-10-31 16:13:05
9230283949996,173,Voice,3,2023-11-30 20:32:33
9230108284824,73,Voice,0,2023-07-07 16:04:51
9230854438776,190,Voice,2,2023-02-20 16:44:00
9230202281036,36,Voice,2,2023-03-26 02:16:44
9230776465178,84,Data,0,2024-01-19 15:13:29
9230491718472,30,SMS,0,2023-03-30 04:58:54
9230136370951,81,Voice,0,2023-04-04 10:15:14
9230710999422,52,Data,19,2023-05-02 21:27:52
9230773751253,67,Data,0,2023-10-25 14:29:39
9230788912728,206,Voice,0,2023-04-11 22:00:06
9230504769021,44,Data,0,2024-10-06 19:50:44
9230683830895,83,Data,0,2024-03-05 02:08:03
9230493806941,269,Voice,0,2024-06-20 13:45:18
9230181232816,100,Data,0,2023-07-21 02:17:16
9230975398588,83,Data,0,2024-03-27 02:14:07
9230418573546,60,Data,0,2023-11-24 22:20:05
9230884555194,20,SMS,16,2023-06-22 11:07:08
9230710465361,15,SMS,0,2024-02-01 15:24:19
9230390393385,54,Voice,0,2024-03-06 22:17:25
9230281653523,192,Voice,12,2024-05-07 00:31:05
9230575260490,33,SMS,0,2023-07-09 13:07:31
9230108807547,155,Voice,16,2024-09-18 04:37:39
9230648571772,42,SMS,0,2023-03-01 12:05:37
9230553625236,118,Voice,0,2023-07-27 05:43:53
9230710999422,88,Data,0,2024-08-12 13:20:20
9230870299395,125,Voice,15,2023-03-23 02:13:34
9230195976999,3,SMS,1,2024-08-12 23:26:14
9230403240894,226,Voice,0,2023-11-27 20:31:49
9230793158951,71,Data,0,2023-11-30 23:56:38
9230854996962,92,Data,0,2024-03-16 02:01:51
9230553677954,171,Voice,14,2023-09-06 13:30:00
9230141002657,5,SMS,0,2024-06-19 12:44:39
9230625617252,92,Data,0,2023-09-11 21:50:54
9230678620520,44,Data,6,2024-01-17 09:38:52
9230367979227,9,SMS,0,2023-10-10 14:29:32
9230488988175,23,Data,0,2023-11-26 01:26:03
9230214230900,86,Data,0,2023-08-27 05:10:56
9230801432971,40,Voice,0,2024-04-29 02:08:09
9230555117124,3,SMS,0,2023-03-28 02:06:27
9230584177819,286,Voice,2,2024-12-19 01:25:34
9230781941999,29,Voice,0,2024-06-02 01:51:00
9230386899259,44,SMS,0,2023-04-11 17:36:00
9230757247005,137,Voice,0,2023-09-18 18:28:21
9230913662608,28,Data,9,2023-02-04 01:21:21
9230195976999,275,Voice,0,2023-01-23 13:31:36
9230797287920,66,Data,0,2023-07-30 21:12:42
9230940913341,36,SMS,0,2023-08-25 02:56:32
9230547718818,50,SMS,0,2024-09-03 18:52:48
9230744398113,172,Voice,0,2024-04-26 00:51:07
9230783578773,48,SMS,0,2023-05-09 14:20:27
9230707021158,29,Data,0,2023-11-19 03:36:29
9230869170025,31,SMS,0,2024-08-14 11:18:24
9230445974479,250,Voice,12,2024-07-07 03:49:02
9230286659796,29,Data,0,2023-06-28 23:46:11
9230710465361,21,Data,7,2023-08-22 17:47:17
9230587001801,49,SMS,0,2024-10-12 07:35:36
9230760123315,182,Voice,18,2024-05-10 12:02:55
9230836421597,22,SMS,3,2024-07-14 13:25:01
9230998618451,18,SMS,17,2023-06-03 18:46:23
9230416880924,28,SMS,20,2024-08-11 18:32:21
9230380721970,67,Voice,0,2024-08-21 14:39:07
9230509988441,55,Data,0,2023-02-23 02:07:42
9230913067921,177,Voice,0,2024-01-16 06:50:12
9230732582752,45,SMS,18,2024-02-09 19:14:08
9230292331082,143,Voice,0,2024-02-23 13:38:00
9230222425251,38,SMS,12,2024-06-21 21:43:32
9230531683554,222,Voice,20,2024-02-21 12:37:14
9230265833817,224,Voice,0,2024-09-02 14:58:53
9230818324681,24,Data,12,2023-12-30 17:25:33
9230996583212,35,Data,8,2024-10-26 10:55:20
9230582461373,255,Voice,0,2023-10-23 02:12:10
9230868543023,175,Voice,7,2024-08-12 06:25:57
9230678073159,169,Voice,16,2024-10-12 06:53:48
9230595811548,21,Data,11,2023-05-12 04:26:22
9230904602671,75,Data,16,2024-11-24 21:42:54
9230232190327,22,Data,4,2023-07-27 04:50:20
9230532570407,224,Voice,0,2024-08-04 05:41:54
9230912538628,37,SMS,14,2024-12-04 18:15:49
9230917703637,8,SMS,0,2024-06-14 21:16:38
9230382598306,34,Data,19,2023-04-20 10:52:27
9230491725711,28,Voice,17,2024-08-01 03:25:17
9230934867447,47,Data,0,2023-12-13 11:14:57
9230277146142,45,SMS,2,2024-06-22 02:30:33
9230104488435,73,Data,0,2023-06-25 02:26:21
9230627366212,11,Data,0,2023-04-28 21:00:53
9230988629670,204,Voice,0,2024-07-15 21:12:26
9230526661255,1,Data,12,2024-09-01 13:55:34
9230504769021,44,SMS,9,2024-08-04 02:21:14
9230347659110,162,Voice,0,2023-01-08 06:14:11
9230281653523,51,Data,0,2024-06-14 16:55:33
9230859259858,39,SMS,0,2024-06-11 23:53:24
9230701523260,14,SMS,0,2023-08-06 12:13:26
9230804848289,59,Data,0,2024-03-06 16:18:40
9230498727181,51,Voice,10,2024-05-30 23:41:00
9230865836147,8,SMS,0,2024-02-27 14:20:39
9230692205256,91,Data,0,2024-07-10 02:43:20
9230210475028,51,Data,13,2023-12-16 08:55:07
9230818324681,75,Data,0,2024-08-02 20:55:46
9230615495383,47,SMS,15,2024-04-09 19:21:11
9230996583212,20,SMS,0,2023-08-18 23:39:34
9230324505412,29,SMS,0,2024-02-11 01:09:00
9230764380110,107,Voice,0,2023-10-21 10:22:34
9230536743904,65,Data,17,2024-12-17 07:52:03
9230248021475,42,Voice,9,2024-01-14 02:39:56
9230308743962,29,SMS,8,2024-01-20 17:17:33
9230710999422,20,Data,14,2023-10-09 08:18:25
9230257976986,23,SMS,0,2023-01-05 02:19:41
9230578964248,66,Data,9,2024-08-21 22:09:20
9230815165481,30,SMS,13,2024-04-29 09:29:30
9230218302795,165,Voice,0,2023-05-18 02:33:12
9230808755530,45,Data,0,2024-05-11 07:54:29
9230845937238,79,Data,0,2023-01-30 20:56:22
9230324505412,42,Data,10,2023-11-01 04:52:57
9230993322733,15,Voice,0,2023-05-26 00:32:13
9230377854779,72,Data,0,2023-08-25 16:52:28
9230502363761,207,Voice,0,2024-11-10 10:17:44
9230135697838,17,SMS,11,2023-12-17 16:08:21
9230347659110,11,SMS,13,2023-06-04 17:39:36
9230843939004,174,Voice,18,2024-12-10 00:26:20
9230805812231,5,SMS,19,2023-09-29 06:56:14
9230951046596,46,SMS,0,2023-12-13 14:29:34
9230460406713,70,Data,19,2023-08-29 14:27:59
9230718459155,213,Voice,0,2023-06-02 09:23:59
9230300480073,250,Voice,18,2024-03-02 19:18:55
9230759262037,15,SMS,14,2023-03-19 20:52:25
9230850684352,185,Voice,0,2023-12-22 18:28:18
9230878531833,39,SMS,13,2024-05-23 05:38:12
9230747965604,59,Voice,0,2024-09-25 02:38:43
9230615495383,26,SMS,10,2023-10-14 09:38:06
9230927069977,81,Data,19,2023-06-11 01:22:39
9230768600866,25,Data,10,2023-06-27 18:41:31
9230854438776,35,SMS,0,2023-12-30 11:41:46
9230882185417,2,SMS,0,2023-08-25 14:43:29
9230377208567,232,Voice,18,2024-08-15 20:20:21
9230988629670,48,Data,17,2023-01-12 10:22:16
9230677273280,177,Voice,0,2023-08-25 15:59:24
9230952507106,48,SMS,19,2024-06-25 10:15:47
9230945377575,75,Voice,0,2024-08-01 22:43:23
9230423959650,23,Data,0,2024-08-29 23:14:29
9230715340104,25,SMS,0,2024-07-18 09:42:05
