MSISDN,Data_Browsing_Allowance,SMS_Allowance,Voice_On-Net_Allowance,Voice_Off-Net_Allowance,Data_Social_Allowance,Datetime,Amount
9230136370951,894,623,363,113,2776,2024-01-10 03:13:19,246
9230132527460,3439,257,72,144,1131,2024-03-10 00:29:17,84
9230372387956,5279,327,217,133,2768,2023-01-26 19:53:37,413
9230913662608,4818,867,404,262,2152,2024-01-23 21:39:07,899
9230136074684,9118,297,83,75,306,2023-10-25 03:14:05,720
9230861468048,7761,649,437,123,359,2024-04-12 11:35:23,610
9230445974479,6596,668,206,71,1584,2024-03-04 17:30:23,873
9230952507106,2787,123,320,194,432,2024-01-13 08:01:20,682
9230595811548,4036,669,350,116,907,2023-03-30 15:16:08,739
9230585087525,8700,307,428,240,332,2023-05-02 08:08:10,943
9230823544998,8575,578,293,213,1337,2024-07-10 09:16:19,125
9230177089747,1009,852,62,82,2343,2024-04-28 00:06:41,105
9230845739714,1726,111,310,271,2912,2023-02-24 13:33:59,502
9230627366212,1586,735,264,269,1488,2024-04-12 22:29:32,320
9230525329325,9993,486,438,256,950,2023-10-29 20:42:36,118
9230233566905,2213,702,69,27,1120,2023-07-29 07:43:04,951
9230175168797,8215,306,452,300,497,2023-05-31 18:59:14,571
9230762083350,7821,967,443,246,888,2024-12-22 19:32:42,126
9230585087525,5941,508,182,240,2891,2023-07-18 14:19:42,164
9230878479840,6072,138,332,204,943,2024-01-18 12:45:21,104
9230509988441,6242,963,146,300,1762,2023-05-14 18:47:41,516
9230879503904,8947,451,220,213,1975,2024-03-03 01:07:44,675
9230707794631,4529,503,97,231,910,2024-01-26 19:16:07,199
9230859259858,628,617,184,102,1623,2023-09-17 14:31:22,835
9230988629670,7599,628,490,74,814,2023-09-03 12:46:02,515
9230532570407,2029,241,373,276,2999,2023-11-30 16:36:16,754
9230639362130,9684,519,279,290,1416,2024-03-31 00:51:29,713
9230863903371,7421,736,330,271,230,2024-11-15 22:00:47,963
9230933143804,5677,533,125,290,2574,2024-10-01 08:19:50,881
9230525329325,9335,426,261,204,1938,2023-12-20 03:50:11,493
9230966239325,9716,758,107,227,1692,2023-12-31 03:42:05,723
9230689135277,8713,981,500,76,446,2024-09-02 21:17:03,931
9230279476066,3596,945,457,49,1652,2024-07-15 22:14:09,759
9230131213667,7805,957,308,299,2389,2024-04-23 06:48:05,180
9230857792434,3425,186,428,288,2230,2024-01-22 21:41:37,594
9230418573546,3956,329,452,297,2817,2023-01-23 10:04:58,677
9230518578339,1674,367,104,237,1545,2024-07-14 10:00:14,711
9230128026064,4078,960,92,294,2675,2023-11-08 19:00:07,123
9230104488435,1248,135,170,141,1830,2023-02-15 15:47:41,827
9230639362130,7557,337,415,281,2826,2023-05-17 17:16:11,740
9230214230900,9946,613,434,123,2831,2023-05-09 06:44:30,616
9230737100009,7262,979,166,175,2411,2023-01-14 22:31:24,660
9230307828705,3071,387,334,118,2688,2023-01-21 22:39:59,346
9230453084420,7730,920,496,201,1203,2024-11-24 02:39:33,539
9230938865042,7799,357,150,137,429,2023-08-07 12:25:16,227
9230175549082,691,883,229,235,1127,2024-01-19 12:08:13,498
9230440406252,748,958,116,175,707,2023-09-21 08:13:53,86
9230382598306,4403,988,112,103,1899,2023-06-29 03:52:38,675
9230131679184,2344,549,379,209,2518,2024-07-11 14:13:49,104
9230162731400,5660,227,136,194,2793,2024-08-26 17:48:07,432
9230216678436,3198,926,166,219,2023,2024-12-17 02:11:46,420
9230164904391,7848,387,408,27,2602,2024-05-28 13:21:16,244
9230104488435,5760,169,175,205,2705,2024-03-30 12:29:43,646
9230823544998,4997,648,195,146,242,2024-05-10 15:55:17,218
9230338854256,5117,150,98,96,1022,2023-02-21 09:57:53,145
9230369808467,4090,128,388,152,833,2023-06-27 01:41:06,495
9230676813795,2046,941,439,204,1221,2023-03-14 09:08:36,568
9230231393360,7995,460,272,167,1159,2023-09-27 11:35:25,727
9230865562600,8904,281,135,206,319,2023-11-17 02:24:55,50
9230963789911,1034,450,129,239,1450,2023-12-24 18:56:23,645
9230627366212,667,925,322,185,1070,2023-03-22 12:44:47,105
9230535496574,9526,630,132,249,1130,2023-12-19 00:21:53,472
9230424834512,643,617,487,113,1996,2024-03-13 03:57:16,861
9230701523260,3279,941,369,219,2219,2023-05-05 14:37:22,228
9230817598215,4316,209,404,267,2625,2024-06-07 19:05:05,200
9230938865042,8268,612,150,33,1085,2024-04-28 15:51:47,408
9230406874492,8596,465,84,94,2637,2024-12-28 11:45:56,785
9230284527343,7588,716,361,160,2603,2023-09-04 08:55:45,846
9230710465361,7210,175,171,193,2950,2023-09-24 20:51:55,340
9230945377575,3476,311,307,89,2630,2023-08-11 17:40:33,411
9230816548778,7948,287,332,56,2389,2023-10-28 14:37:44,766
9230383558530,9911,358,422,220,571,2024-06-09 09:29:29,722
9230965222030,9985,197,91,235,2021,2024-01-14 23:21:56,473
9230274619633,9206,369,236,112,2095,2023-11-01 19:58:49,913
9230297542011,7199,302,219,188,1695,2024-02-05 21:14:02,314
9230296988060,4333,986,53,245,1806,2024-07-06 16:50:46,905
9230184750806,8718,116,481,209,2677,2023-12-19 22:49:55,913
9230367979227,6269,686,458,165,623,2024-08-29 21:33:23,956
9230620961607,6824,971,298,162,1749,2024-10-18 06:22:51,200
9230354967134,8731,237,72,44,1331,2024-03-23 04:41:32,279
9230406147934,9879,212,400,203,2823,2024-05-03 10:27:48,774
9230338854256,2895,889,327,137,2935,2024-12-26 20:50:37,348
9230195976999,6658,788,358,128,2922,2023-08-20 20:20:42,842
9230858271073,6612,225,153,71,482,2023-12-15 03:36:42,942
9230538379054,1436,910,149,168,2074,2023-06-19 05:54:23,168
9230804324464,3496,179,324,179,231,2023-10-29 01:39:20,164
9230798629373,5087,542,441,65,2491,2024-06-24 10:04:44,242
9230547718818,2219,820,308,24,1417,2024-07-23 21:13:01,152
9230572489793,6189,171,241,300,1726,2023-12-27 09:14:22,387
9230130590594,4658,278,161,77,1049,2023-05-10 03:56:46,361
9230340148689,1889,705,64,223,406,2024-09-10 17:55:53,212
9230279476066,7452,202,381,111,2434,2024-06-25 09:08:25,457
9230401465493,9509,436,198,122,2390,2024-04-04 16:53:25,821
9230161844343,4363,310,417,135,2145,2024-04-17 00:20:57,883
9230365091079,3256,342,457,239,2933,2023-05-23 00:58:50,170
9230695127231,4275,809,51,168,2589,2023-06-07 17:55:12,715
9230231393360,7905,473,89,186,2955,2023-01-18 12:23:54,567
9230934867447,9850,926,167,245,2693,2023-06-06 09:03:43,749
9230874591636,6627,863,324,287,1492,2024-07-30 15:15:28,422
9230989253929,8389,595,218,152,857,2024-03-13 20:22:58,461
9230632946288,2721,752,144,66,1636,2023-01-09 23:28:16,572
9230621495764,5718,939,156,208,293,2024-08-20 15:38:36,536
9230737442961,4265,880,128,265,2578,2023-10-30 04:07:56,482
9230980574168,2915,645,264,232,1774,2024-10-12 15:22:04,247
9230284527343,930,843,132,152,721,2024-06-03 09:09:23,631
9230632946288,1094,299,448,289,1699,2024-04-18 04:58:53,231
9230659891639,6909,681,371,278,2835,2023-01-02 05:14:38,269
9230584157454,8387,426,106,25,2084,2024-12-21 09:29:45,289
9230377740182,708,656,134,211,2166,2024-08-28 12:23:49,972
9230324505412,6395,718,76,159,1525,2024-08-03 09:14:35,225
9230926844978,7264,768,284,150,2565,2023-03-01 12:17:40,740
9230677273280,4289,295,500,151,1609,2023-09-07 13:12:25,121
9230401465493,5174,806,470,228,2674,2023-07-02 23:07:02,522
9230986337820,3749,854,236,121,941,2023-12-21 13:33:46,348
9230745590992,6113,842,282,185,419,2024-04-27 03:01:54,353
9230445523109,2129,307,320,222,372,2023-09-18 16:04:40,236
9230134569915,6607,161,212,93,2137,2024-10-19 21:23:08,240
9230283949996,920,211,399,92,2478,2024-01-20 01:27:31,75
9230340061181,5245,384,121,67,1193,2023-08-24 08:31:23,483
9230482635548,9881,265,241,252,941,2023-02-09 12:49:51,799
9230958106815,1026,310,460,143,2630,2024-05-07 18:11:26,358
9230692205256,2242,367,336,23,2946,2023-07-08 10:23:37,503
9230577919273,834,466,77,281,954,2023-01-20 18:56:59,530
9230693732136,7967,118,342,296,2918,2023-08-22 13:14:08,358
9230328855785,2583,714,229,293,2325,2024-10-16 13:38:06,370
9230269592945,2897,465,469,107,540,2024-05-06 11:14:32,525
9230510851164,5607,213,490,243,1572,2023-08-05 06:41:22,687
9230369808467,9802,955,147,259,2585,2023-01-13 03:19:17,734
9230545817301,7473,782,213,24,1596,2023-01-13 05:19:35,514
9230488909528,4937,941,265,30,1778,2023-05-26 13:36:00,142
9230863903371,7249,567,231,207,2947,2024-04-03 16:53:16,866
9230933143804,4642,338,462,280,1613,2023-09-02 18:21:53,471
9230877924960,4963,882,304,258,202,2023-04-06 04:25:42,543
9230949423190,628,358,58,171,1535,2023-06-03 00:26:50,140
9230522252850,3542,572,235,58,1423,2023-06-05 02:03:26,935
9230701049720,4121,977,381,226,588,2024-04-10 15:01:04,420
9230259441946,989,299,354,85,535,2023-05-28 01:02:11,1000
9230491725711,3497,511,473,169,943,2024-05-16 13:58:57,495
9230818324681,2595,348,395,229,2884,2024-01-04 09:40:42,325
9230375319344,3896,927,241,63,831,2023-12-28 00:40:10,607
9230683830895,8409,267,403,137,1680,2024-06-22 00:49:13,748
9230297855405,4188,511,101,151,1950,2024-12-30 00:05:30,752
9230570122595,2278,601,282,189,225,2024-12-21 06:18:13,408
9230363807566,1098,781,130,197,638,2023-11-21 15:19:37,712
9230859759249,4612,181,443,157,293,2024-05-19 12:38:25,100
9230489567018,4774,658,402,45,584,2024-03-19 09:11:11,621
9230131212541,6929,143,317,162,1117,2024-03-20 23:50:19,234
9230484748077,8724,820,71,100,633,2024-01-29 22:15:52,254
9230380721970,606,400,197,167,430,2023-11-01 13:07:16,67
9230966239325,9575,354,279,185,265,2024-04-28 20:55:23,661
9230745590992,6760,983,106,32,1001,2023-02-01 04:27:16,67
9230401971867,9790,215,158,212,222,2024-01-16 09:34:05,803
9230297580025,5376,503,473,140,457,2023-11-22 07:28:50,700
9230854438776,8819,145,50,208,1813,2024-09-27 21:04:50,847
9230781941999,9814,642,59,109,2244,2024-08-16 19:48:17,708
9230801432971,2824,432,474,93,2193,2023-05-15 04:59:32,190
9230202281036,583,445,142,76,1402,2024-01-27 18:00:14,680
9230364676464,1841,266,228,81,1149,2023-08-02 09:24:26,714
9230439195173,6875,174,369,175,349,2024-12-27 16:01:23,680
9230879503904,8992,336,362,113,1849,2023-10-28 16:01:53,188
9230545817301,1362,757,229,70,2077,2024-01-11 10:01:22,778
9230283219045,9119,612,177,117,2285,2024-05-26 18:07:24,762
9230328855785,9744,831,211,209,507,2023-07-07 04:33:06,899
9230131679184,5256,883,211,30,1927,2024-01-23 13:05:05,333
9230712491291,5487,668,53,35,700,2023-02-25 16:22:03,578
9230951173620,2855,503,404,266,1304,2024-11-10 05:07:43,864
9230240764422,5291,433,176,167,1174,2024-06-09 03:54:18,148
9230878531833,5943,596,291,128,1190,2024-07-11 00:25:28,678
9230237324066,2522,881,275,264,1877,2024-06-20 17:47:17,295
9230460406713,2326,207,247,152,228,2024-04-02 21:21:03,257
9230324505412,4018,776,423,237,1565,2024-10-13 19:02:47,163
9230347659110,7928,249,191,49,293,2024-07-12 23:03:19,711
9230879503904,2560,494,256,235,2313,2023-01-18 20:39:31,593
9230808755530,7340,449,276,25,2475,2023-03-15 15:03:10,700
9230644375655,1980,345,480,240,521,2024-02-21 15:31:42,934
9230424681184,3562,348,212,117,1121,2024-07-26 07:14:43,657
9230696877696,2231,665,398,242,387,2024-06-18 12:12:10,609
9230498727181,5948,427,156,135,1522,2024-08-16 08:06:58,209
9230380721970,9214,174,364,296,2753,2023-02-13 06:50:02,109
9230805812231,4188,862,93,191,1819,2024-09-28 16:02:36,929
9230980574168,7965,744,208,224,1583,2023-10-01 04:00:11,741
9230878479840,9732,363,72,108,207,2023-12-21 00:30:04,282
9230918324323,6021,888,102,195,1100,2023-01-10 03:26:07,144
9230261321312,6055,279,350,263,2298,2023-12-28 06:08:05,55
9230361899280,5278,613,318,239,1450,2023-02-20 21:54:48,569
9230823544998,8944,483,256,158,2717,2023-10-04 15:52:22,54
9230280094327,5579,950,342,131,595,2023-03-20 19:35:25,880
9230491718472,5711,402,353,161,1594,2023-11-12 17:47:11,538
9230942028822,9799,478,123,213,1466,2024-05-30 14:17:16,402
9230701049720,1683,900,150,127,2444,2023-05-15 14:21:30,874
9230949423190,3170,786,165,194,2827,2023-09-19 07:29:00,60
9230340148689,8176,892,387,66,2828,2023-01-05 23:16:05,983
9230816548778,6760,843,344,149,1312,2023-01-14 07:55:48,190
9230262593890,9275,694,70,101,915,2024-06-13 11:02:37,780
9230532210174,6663,304,439,232,835,2023-08-21 18:24:51,981
9230633703313,1127,608,437,170,1029,2023-08-17 00:31:30,810
9230206993428,9220,216,63,183,1359,2023-08-03 14:47:36,70
9230627366212,2827,503,372,73,2858,2023-12-31 15:34:16,400
9230281653523,1392,626,453,177,1524,2023-09-10 16:29:09,780
9230277017963,6720,164,301,119,1354,2023-09-12 17:47:29,76
9230732582752,3509,210,175,117,405,2023-04-30 00:15:26,590
9230768600866,8834,193,415,151,2363,2023-09-29 02:19:57,186
9230461913145,4772,487,374,135,1992,2024-02-19 17:04:18,442
9230627366212,4307,849,220,269,755,2024-02-22 15:33:52,830
9230621495764,6697,671,325,240,974,2024-12-27 05:25:25,800
9230493806941,4600,338,483,86,1110,2024-01-02 19:52:20,318
9230536743904,8724,605,485,114,274,2023-06-22 09:38:36,431
9230150956349,2803,333,433,181,713,2023-02-16 14:23:54,691
9230770746433,1132,905,207,139,2614,2024-11-15 12:15:42,647
9230572489793,2916,656,333,280,924,2024-08-21 06:00:41,82
9230913469186,4569,451,343,228,280,2023-08-17 03:24:06,607
9230702302189,7647,124,88,47,398,2023-08-19 06:18:18,560
9230405694220,7743,957,346,177,2644,2024-06-22 20:23:32,84
9230677273280,9207,843,59,146,1271,2023-11-19 18:34:11,242
9230136370951,8435,589,274,52,2695,2023-01-05 07:43:44,696
9230934867447,8082,812,463,132,2259,2023-07-28 10:30:13,722
9230863763764,7818,484,243,74,405,2023-01-09 13:47:06,987
9230768882619,3103,638,212,34,2789,2023-06-11 00:09:02,234
9230793158951,7570,484,496,73,1993,2023-07-27 14:09:09,559
9230844863890,4237,834,232,260,1175,2023-08-26 10:17:40,285
9230503425792,1944,362,188,211,1583,2023-12-03 09:29:35,766
9230369808467,2110,899,68,264,1626,2023-01-15 18:57:33,218
9230993414106,6086,198,478,168,704,2023-11-08 08:44:04,578
9230783931863,8788,242,339,163,2948,2023-07-08 03:17:06,799
9230214230900,6241,940,169,223,1435,2024-06-15 21:55:37,227
9230203803040,9696,168,137,254,960,2023-06-21 02:03:08,443
9230210475028,1306,974,55,184,2495,2023-09-29 22:46:01,68
9230781941999,521,436,219,205,2610,2024-02-08 20:51:49,815
9230996629579,1930,230,487,162,1624,2023-07-08 01:46:54,87
9230813900597,7228,715,177,33,552,2024-01-27 05:41:14,994
9230906222160,1848,390,135,268,2447,2023-11-04 15:42:48,818
9230286659796,9687,460,416,124,1624,2023-09-09 00:57:25,991
9230870299395,9996,161,313,30,354,2023-12-20 01:45:57,639
9230949423190,5734,350,79,191,957,2024-06-13 16:20:10,182
9230768882619,8089,115,497,94,1857,2024-03-15 15:57:08,736
9230108284824,2570,750,364,88,1413,2023-07-15 08:14:23,278
9230226068492,2423,914,158,143,1700,2023-04-25 14:31:41,934
9230130590594,2403,700,381,108,2736,2023-06-29 23:24:06,542
9230131213667,6695,485,298,132,725,2024-06-18 05:34:56,887
9230418573546,9710,925,160,221,2901,2023-11-12 10:50:36,466
9230572489793,6953,358,114,130,697,2023-09-17 18:54:52,812
9230584157454,2079,487,269,114,1271,2023-02-28 02:44:31,712
9230710465361,694,981,76,36,1381,2023-08-02 00:18:19,239
9230371232044,3354,580,367,59,1236,2024-06-04 07:32:38,478
9230277146142,9039,248,305,126,1922,2024-01-10 15:14:43,455
9230877452953,4357,995,241,222,1374,2024-08-19 06:17:00,669
9230980574168,5462,827,483,184,1925,2024-06-20 07:40:42,436
9230951046596,543,936,331,81,1010,2024-06-12 05:40:26,976
9230677426741,5960,893,210,53,1179,2024-05-08 08:00:47,722
9230691534638,2401,116,112,26,2421,2024-12-17 04:10:09,614
9230857572590,3370,902,439,273,2053,2023-10-17 01:04:44,775
9230284527343,5709,239,164,224,405,2024-11-26 01:56:38,490
9230609873958,5639,519,114,295,384,2023-12-03 18:38:40,743
9230804972100,4730,465,388,84,728,2023-08-19 09:05:25,177
9230376679320,4679,712,497,147,2282,2023-08-16 14:08:27,590
9230286659796,2245,849,250,194,1338,2023-10-01 15:00:16,628
9230776465178,705,931,325,46,678,2023-06-27 17:52:58,509
9230407015189,4687,813,228,49,1128,2023-07-21 04:11:56,810
9230250373229,8325,298,287,75,2933,2024-06-04 11:46:21,965
9230531073886,3190,577,180,279,2509,2023-08-05 06:40:39,258
9230712491291,1115,457,338,191,2597,2023-08-06 15:22:48,190
9230858271073,2038,315,394,93,750,2024-06-27 08:33:57,987
9230407100763,9401,989,54,24,2729,2023-03-08 15:32:29,945
9230927056639,1411,425,439,212,1666,2024-02-11 22:12:50,903
9230805185257,8254,929,296,278,356,2023-03-18 07:43:53,383
9230220901940,819,603,188,181,1790,2024-02-27 08:12:16,792
9230999762562,7695,865,425,243,578,2023-12-20 14:31:59,188
9230276660407,7907,515,168,203,705,2024-08-18 00:10:26,108
9230677273280,2000,752,296,270,2622,2024-11-10 17:42:27,166
9230549696488,6699,714,100,177,1810,2024-11-22 12:40:48,654
9230734328465,1955,889,118,290,747,2024-06-16 17:06:38,929
9230877452953,3902,221,272,264,471,2024-01-02 15:41:34,338
9230226068492,6038,208,283,105,1427,2023-12-06 14:23:52,575
9230214230900,2168,229,324,262,644,2024-05-12 08:44:51,428
9230436309566,1273,241,81,199,1456,2023-03-29 13:42:24,957
9230501743542,2482,963,161,103,2733,2024-07-10 17:46:46,633
9230719228714,3952,992,454,220,854,2024-11-01 11:55:51,561
9230989253929,2435,982,167,261,445,2024-08-02 16:26:26,275
9230403240894,7138,495,473,130,2403,2023-11-14 09:40:20,171
9230421889309,2249,291,435,206,342,2024-10-13 02:43:31,70
9230975398588,1096,722,71,170,1712,2024-01-30 16:21:34,915
9230181232816,8853,702,200,271,1980,2024-07-24 02:19:57,394
9230206993428,7022,858,71,70,2251,2024-01-16 14:49:16,617
9230707794631,5887,860,255,163,2229,2023-03-20 20:21:08,818
9230150956349,7396,253,134,209,1427,2024-03-27 07:53:19,340
9230482635548,7193,312,333,189,2260,2024-02-10 01:11:21,65
9230316119294,3567,350,453,157,2106,2024-12-23 04:14:40,199
9230132527460,2940,950,214,224,2810,2024-09-22 02:15:48,99
9230813900597,5523,179,141,291,1023,2023-02-06 04:15:52,869
9230817598215,2850,775,176,250,2951,2024-12-14 20:56:40,193
9230349006281,1065,426,92,49,2539,2023-06-19 19:42:19,477
9230629451290,9789,611,375,237,2458,2023-06-17 10:08:57,377
9230584816103,7102,859,454,101,1185,2024-05-15 09:31:09,59
9230509988441,4804,792,183,122,1913,2024-11-27 14:31:49,199
9230509493265,1703,568,54,288,2013,2023-12-16 00:10:34,731
9230195976999,6773,379,127,237,2721,2024-05-09 01:15:16,244
9230416880924,2058,796,332,232,2522,2023-09-27 04:56:50,610
9230406147934,8163,894,292,154,510,2024-04-29 03:10:41,737
9230369808467,5243,532,96,259,2091,2024-12-15 08:32:11,110
9230525329325,2814,436,478,66,1325,2023-05-05 02:31:23,323
9230986337820,2075,814,428,139,625,2023-06-19 21:08:07,676
9230655468230,5471,424,173,60,1491,2023-02-09 17:01:51,617
9230870299395,6424,338,313,94,2644,2023-12-28 04:12:32,599
9230865836147,3425,614,77,27,2045,2023-09-28 16:44:01,533
9230260106137,2803,278,446,238,673,2023-06-09 08:19:00,429
9230600587929,1300,772,497,88,2448,2023-02-16 04:24:28,834
9230913469186,9071,269,299,179,222,2024-08-04 08:00:41,859
9230372387956,9551,392,174,173,2870,2024-01-07 03:43:19,654
9230797287920,6537,357,96,123,2255,2023-04-27 01:11:41,900
9230799348185,8109,412,449,70,1631,2023-03-02 18:03:48,262
9230783578773,7934,296,267,251,1455,2023-07-25 19:09:11,394
9230913662608,4722,874,306,180,380,2023-12-27 16:41:21,800
9230553625236,6107,491,273,237,205,2023-03-12 10:26:39,708
9230815165481,4463,986,301,263,660,2024-05-05 15:35:26,857
9230172475544,9158,1000,296,37,623,2023-01-11 22:25:57,275
9230162731400,4551,788,440,90,691,2023-06-26 22:32:54,639
9230829631581,4198,257,441,176,705,2023-05-22 09:18:54,167
9230274619633,2489,680,211,29,1708,2024-03-30 06:16:31,503
9230625617252,4510,433,350,131,2198,2024-01-08 14:17:09,403
9230768600866,5099,583,103,274,2883,2024-06-28 05:04:17,387
9230863763764,5415,700,415,66,682,2024-02-16 06:22:04,813
9230745590992,8549,646,394,28,1837,2024-10-06 17:19:32,975
9230320913591,2266,585,198,62,1440,2023-07-17 22:49:07,987
9230365091079,9881,852,137,231,432,2023-09-29 08:22:39,479
9230515578106,4538,616,442,43,957,2023-10-02 18:11:23,806
9230613161747,6154,178,253,180,1459,2024-07-10 14:46:33,600
9230513601178,2822,660,77,287,2803,2023-06-17 19:48:12,845
9230260106137,9163,510,264,158,2181,2024-07-31 10:56:16,594
9230757247005,5022,889,377,177,2599,2024-03-16 03:04:50,257
9230541679053,5110,379,81,118,2616,2023-11-20 21:22:46,765
9230308743962,9458,673,208,160,1594,2024-10-10 16:00:55,549
9230862699321,1339,820,154,43,1237,2023-04-15 10:55:32,758
9230585087525,2323,856,151,114,591,2023-10-25 08:55:44,706
9230843939004,2691,412,347,55,2636,2024-02-15 02:33:00,389
9230636066934,2198,735,105,298,1856,2023-05-22 09:32:25,719
9230150956349,6702,791,440,208,2875,2023-11-30 22:38:46,597
9230996583212,4336,663,385,200,1316,2024-01-04 01:58:32,229
9230783578773,3897,781,284,264,1165,2024-03-30 13:50:00,911
9230797852798,6585,154,93,206,456,2023-02-11 12:42:15,387
9230390393385,3777,218,424,283,516,2023-01-01 09:05:50,996
9230865562600,8450,830,331,145,619,2024-09-21 03:01:23,640
9230934867447,5157,581,309,61,2930,2024-09-28 08:36:53,314
9230818324681,8713,992,163,204,1956,2024-06-06 20:09:42,738
9230764380110,4911,646,493,163,1938,2023-03-31 11:45:11,589
9230951046596,2076,127,471,264,950,2024-05-14 09:16:20,224
9230372387956,6980,365,419,64,861,2024-06-23 19:03:43,93
9230823544998,7219,348,264,281,1061,2023-10-21 12:52:40,873
9230539361665,7109,468,264,128,2610,2024-05-18 15:23:09,797
9230759296495,8514,359,173,135,1867,2023-11-25 22:01:56,835
9230951046596,8105,853,409,191,1918,2023-07-01 22:13:12,119
9230934867447,7426,670,231,127,1679,2024-05-22 17:49:21,166
9230174337699,2802,162,285,207,2797,2023-12-25 14:55:34,113
9230488988175,1329,719,252,295,695,2023-04-17 04:12:38,65
9230276004324,3811,133,399,209,480,2024-07-07 02:57:08,254
9230408988930,5548,433,303,128,1645,2023-04-05 13:52:21,933
9230224556190,6481,784,121,259,511,2024-01-05 04:03:23,552
9230863903371,8958,339,219,156,2463,2023-04-01 19:01:44,193
9230834904761,7486,294,56,115,529,2024-04-25 16:09:43,272
9230771370719,5613,709,281,245,1635,2024-06-18 15:46:04,815
9230874225782,5233,194,262,161,237,2024-04-14 13:12:20,865
9230449994233,9450,106,105,264,2095,2023-11-24 19:39:20,669
9230423959650,7096,342,90,286,2203,2023-05-18 12:36:18,548
9230917703637,8871,845,93,148,1766,2024-08-21 03:27:00,228
9230575260490,5883,715,364,83,1981,2023-02-13 02:28:50,291
9230240764422,806,257,99,164,1025,2024-01-22 02:46:16,494
9230277713469,8701,609,350,143,396,2023-04-17 22:28:00,532
9230857572590,7487,414,356,54,1364,2024-04-18 03:42:07,227
9230365091079,7733,593,365,202,1439,2023-03-05 19:51:41,673
9230858271073,2547,747,479,106,2233,2024-10-25 13:06:54,651
9230530607842,5473,754,132,45,1341,2023-08-04 10:22:59,771
9230963789911,2041,547,233,139,2862,2023-06-19 23:19:23,425
9230671758459,6613,371,189,61,2049,2024-03-08 21:33:48,973
9230218302795,5329,678,314,157,1140,2023-06-23 04:20:21,254
9230805185257,5081,479,122,192,542,2024-01-22 14:16:06,894
9230375319344,7749,729,119,49,2069,2023-12-06 09:12:02,730
9230728340344,1978,784,276,75,1986,2024-08-07 23:30:44,84
9230353836706,3763,738,128,148,482,2024-06-11 02:29:03,185
9230734656004,9446,829,231,225,1055,2023-12-30 15:51:07,172
9230166511912,7106,435,422,203,243,2024-03-01 21:24:35,520
9230660795550,6776,135,261,112,1739,2024-07-13 12:47:12,585
9230460406713,4078,640,192,170,758,2023-03-21 08:23:26,449
9230644375655,6031,319,223,20,707,2024-01-29 22:18:57,168
9230751286997,7641,665,441,33,2703,2024-07-25 16:38:52,660
9230916001896,8627,267,466,233,1217,2023-09-27 19:48:59,618
9230848893085,4778,686,165,190,1183,2023-02-09 07:47:11,992
9230756956744,5620,487,383,170,221,2023-08-20 10:17:57,98
9230108284824,2228,909,210,111,783,2024-09-28 22:41:33,196
9230732582752,6273,990,464,254,311,2023-09-12 03:55:33,156
9230719228714,807,522,393,294,370,2024-09-17 16:51:00,538
9230386899259,6633,616,218,190,1905,2023-07-20 04:11:24,668
9230377119445,6418,824,393,116,527,2024-03-04 16:35:17,130
9230526661255,8486,448,73,192,1729,2024-05-16 10:02:31,595
9230368714655,8085,967,221,110,2166,2024-11-14 12:13:49,581
9230582711549,2187,165,479,141,1225,2023-02-15 02:52:32,517
9230274619633,4008,927,298,218,2891,2024-04-22 09:29:38,730
9230996629579,7851,999,500,148,1496,2024-10-04 12:26:27,779
9230874225782,5124,519,412,147,834,2023-09-04 01:34:56,80
9230578964248,1774,219,146,252,300,2023-09-03 20:25:40,675
9230230356648,8313,147,148,75,1121,2023-02-22 19:14:51,478
9230377208567,1066,181,145,159,1314,2024-09-22 14:59:01,959
9230371232044,6238,785,316,28,2598,2023-06-28 06:04:38,886
9230863903371,1605,177,145,234,769,2024-04-16 23:47:00,115
9230889163981,2663,998,124,140,1388,2024-06-22 16:55:55,750
9230243910318,5662,672,171,53,2329,2023-09-29 22:26:16,592
9230136074684,9809,899,359,105,2421,2023-01-14 22:20:06,455
9230817598215,6880,807,120,181,2087,2023-11-08 20:56:46,776
9230521821189,2252,614,128,172,1655,2023-04-04 15:59:48,895
9230621495764,3473,453,276,290,2284,2024-02-05 08:25:51,253
9230689135277,7618,682,177,83,2795,2023-07-31 19:38:21,415
9230707794631,6978,301,229,115,758,2024-09-16 14:29:44,322
9230280094327,7158,485,393,86,2335,2023-09-18 17:57:03,335
9230239925602,1139,639,352,265,1614,2024-04-05 17:07:18,858
9230489567018,3591,881,458,121,1030,2023-12-08 23:30:12,60
9230407015189,7561,798,126,178,2721,2023-10-11 22:06:55,615
9230859259858,5879,267,232,283,642,2024-10-17 20:09:04,899
9230633703313,1589,914,182,76,1642,2023-05-20 11:40:05,881
9230836421597,7546,119,434,62,2292,2024-03-03 14:47:43,410
9230449994233,7505,457,189,123,1983,2023-05-18 17:41:07,325
9230189367566,5580,955,159,159,2631,2023-04-18 18:28:38,305
9230364676464,5029,110,364,182,1090,2023-11-11 21:03:56,251
9230547718818,5170,656,148,104,1864,2024-11-01 08:16:51,709
9230532570407,3517,695,66,262,1601,2024-03-31 23:48:45,594
9230407100763,834,486,414,45,2046,2023-10-14 00:10:46,759
9230199794288,3806,780,370,294,1433,2024-02-22 22:51:52,720
9230292331082,5044,458,283,204,207,2023-11-11 21:52:10,600
9230636066934,1820,584,91,105,1764,2024-08-18 16:14:53,532
