Amount Charged,Resources Consumed,Datetime Charged,MSISDN
3,36 SMS,2024-10-24 10:44:16,9230957219651
0,220 seconds voice call,2024-05-28 16:39:04,9230879557130
0,30 MB data,2023-09-09 09:43:34,9230488909528
19,50 MB data,2024-07-10 10:56:00,9230286659796
0,70 MB data,2023-10-19 06:10:46,9230380831002
15,67 seconds voice call,2023-06-28 13:12:18,9230861468048
2,80 MB data,2024-11-01 10:45:59,9230958106815
10,3 MB data,2023-11-21 21:39:16,9230286659796
15,37 MB data,2023-06-10 18:11:09,9230759296495
0,276 seconds voice call,2023-06-03 04:34:47,9230350789665
0,49 SMS,2024-02-08 00:03:37,9230804972100
0,39 SMS,2023-04-20 00:07:55,9230797852798
0,26 seconds voice call,2023-03-31 14:29:06,9230525329325
4,7 SMS,2024-12-18 23:45:50,9230265833817
0,15 MB data,2024-03-24 05:30:34,9230536743904
5,75 MB data,2023-10-01 14:28:05,9230277713469
17,65 MB data,2023-10-09 21:47:39,9230324505412
0,38 MB data,2024-01-27 05:47:04,9230906222160
16,12 MB data,2023-04-19 00:47:18,9230644375655
12,45 MB data,2024-09-24 03:07:01,9230963789911
2,17 MB data,2023-03-10 08:04:18,9230770746433
0,6 SMS,2023-04-23 00:55:07,9230760123315
1,27 MB data,2023-11-24 01:46:07,9230625617252
6,83 MB data,2024-07-10 23:24:19,9230406874492
0,110 seconds voice call,2024-11-23 22:59:42,9230383558530
15,46 SMS,2023-08-13 13:19:33,9230259441946
13,39 SMS,2023-12-09 03:36:38,9230707794631
6,22 MB data,2023-03-08 02:28:19,9230998618451
0,9 SMS,2023-01-18 15:44:38,9230233566905
0,84 MB data,2024-11-05 14:53:31,9230116725380
0,259 seconds voice call,2023-12-09 10:19:43,9230407100763
0,49 SMS,2023-11-05 16:42:48,9230991595287
9,25 SMS,2023-10-27 18:56:26,9230771370719
0,5 SMS,2024-11-27 03:29:53,9230438965158
0,61 MB data,2024-01-01 05:34:22,9230243179920
0,41 SMS,2024-07-16 00:42:30,9230359400406
0,88 MB data,2024-09-03 22:55:41,9230904602671
12,40 MB data,2023-04-28 16:11:37,9230841273951
10,139 seconds voice call,2024-08-30 20:36:08,9230338854256
10,83 MB data,2023-04-25 02:52:16,9230164904391
4,24 SMS,2023-06-03 05:55:45,9230328855785
0,16 seconds voice call,2024-06-16 07:10:05,9230453084420
0,18 MB data,2023-12-23 14:50:19,9230131213667
0,39 MB data,2023-04-14 12:12:14,9230478323663
0,163 seconds voice call,2024-06-07 00:20:45,9230995147362
5,9 MB data,2024-09-27 01:51:45,9230542774756
0,284 seconds voice call,2024-10-13 14:23:39,9230705284347
7,175 seconds voice call,2024-12-02 03:29:00,9230532570407
1,49 SMS,2023-05-11 21:39:23,9230798629373
0,41 seconds voice call,2023-04-26 00:50:09,9230863763764
0,15 SMS,2023-06-25 04:44:46,9230469090751
0,19 SMS,2024-05-02 01:13:07,9230102123429
0,133 seconds voice call,2024-06-05 04:35:28,9230694303636
20,98 seconds voice call,2024-03-11 04:26:45,9230628658338
17,23 SMS,2024-03-31 23:12:58,9230406147934
5,95 seconds voice call,2023-06-17 23:18:53,9230349006281
11,82 MB data,2023-08-16 09:36:35,9230854438776
0,4 SMS,2023-12-19 07:32:39,9230131212541
0,86 MB data,2024-09-07 04:42:15,9230542774756
6,39 SMS,2024-01-11 07:23:49,9230140927318
1,1 SMS,2023-03-11 19:46:14,9230509988441
0,11 SMS,2023-12-26 03:05:18,9230620961607
14,27 SMS,2024-12-15 02:07:56,9230430137914
0,231 seconds voice call,2023-06-29 09:08:15,9230407100763
13,41 SMS,2023-04-02 02:51:27,9230771370719
2,9 SMS,2024-11-30 12:43:21,9230182771385
8,74 seconds voice call,2024-11-18 04:37:32,9230544164977
0,77 seconds voice call,2023-09-24 01:45:20,9230526661255
0,15 SMS,2024-11-11 11:50:27,9230276660407
10,200 seconds voice call,2024-08-30 09:00:59,9230744398113
0,226 seconds voice call,2024-12-17 13:18:20,9230898156533
6,26 SMS,2024-03-09 09:28:59,9230916001896
7,44 SMS,2024-12-20 06:22:09,9230668420188
2,42 MB data,2024-08-05 06:28:16,9230368714655
10,49 seconds voice call,2024-10-03 07:09:11,9230845739714
0,23 SMS,2024-01-05 08:04:13,9230363807566
0,15 MB data,2023-04-21 21:56:07,9230418573546
0,60 MB data,2023-01-13 09:26:48,9230797852798
0,4 MB data,2024-09-10 11:05:44,9230600587929
0,40 SMS,2023-11-19 20:45:26,9230453084420
0,11 seconds voice call,2024-01-12 12:59:11,9230483063262
0,41 SMS,2023-12-10 04:18:03,9230199794288
0,94 MB data,2023-08-24 21:20:26,9230174392318
3,55 MB data,2023-07-28 01:16:13,9230572489793
0,15 MB data,2024-01-01 07:10:05,9230808755530
3,250 seconds voice call,2024-02-27 13:56:49,9230445974479
0,93 MB data,2024-12-11 05:10:08,9230538379054
0,47 SMS,2023-09-16 13:57:04,9230715340104
0,219 seconds voice call,2023-05-29 14:43:25,9230544164977
9,39 SMS,2024-06-13 09:26:59,9230136370951
0,29 SMS,2023-09-09 07:47:29,9230377854779
18,18 SMS,2023-09-30 10:18:37,9230683830895
16,169 seconds voice call,2023-11-19 05:17:05,9230577919273
12,85 MB data,2023-08-12 08:59:46,9230940913341
12,56 MB data,2023-07-25 18:20:42,9230784359368
0,81 MB data,2024-04-26 15:09:26,9230185115570
0,249 seconds voice call,2023-03-29 04:22:51,9230996123791
17,254 seconds voice call,2024-07-09 19:05:29,9230136074684
6,49 seconds voice call,2023-08-07 23:53:37,9230719228714
5,30 SMS,2023-07-23 12:19:57,9230102123429
0,28 SMS,2023-08-26 18:22:39,9230615495383
11,92 MB data,2023-07-08 17:33:53,9230798629373
0,23 SMS,2023-01-23 14:15:20,9230877653565
8,72 seconds voice call,2023-11-29 11:02:04,9230280094327
16,135 seconds voice call,2024-06-14 05:48:18,9230518716541
0,52 MB data,2024-03-10 15:05:34,9230608797513
0,113 seconds voice call,2024-08-28 17:28:51,9230198819986
9,163 seconds voice call,2024-09-22 20:12:33,9230660795550
17,7 MB data,2023-04-12 01:06:06,9230843939004
0,2 SMS,2023-04-17 14:11:37,9230368714655
0,21 SMS,2023-03-31 21:32:53,9230924151654
8,226 seconds voice call,2024-12-08 15:24:30,9230482635548
0,246 seconds voice call,2024-01-20 19:17:14,9230817598215
11,1 MB data,2024-08-02 03:09:13,9230300480073
15,236 seconds voice call,2024-06-13 08:51:20,9230261321312
20,85 seconds voice call,2023-05-15 15:02:33,9230577919273
2,31 SMS,2023-10-22 04:18:55,9230347659110
13,283 seconds voice call,2024-03-08 09:08:39,9230502363761
0,54 MB data,2024-11-26 11:00:41,9230859759249
9,43 seconds voice call,2023-06-04 20:35:43,9230734032528
0,44 MB data,2024-12-19 03:16:42,9230302161434
15,174 seconds voice call,2024-10-23 06:58:37,9230135736693
14,56 MB data,2023-04-09 03:27:31,9230744398113
0,35 SMS,2023-03-12 12:56:49,9230703883514
0,31 SMS,2024-08-24 23:38:14,9230736702569
12,59 MB data,2023-02-14 03:01:28,9230243179920
0,50 SMS,2023-08-26 19:08:37,9230489567018
12,96 MB data,2024-10-16 21:16:52,9230705284347
0,64 MB data,2024-01-22 17:30:46,9230518578339
0,82 seconds voice call,2023-10-10 22:01:48,9230502363761
16,10 SMS,2024-08-03 09:51:52,9230424681184
11,127 seconds voice call,2024-12-24 18:19:40,9230926844978
0,8 MB data,2024-03-04 04:30:58,9230242009124
10,35 SMS,2024-08-19 00:43:21,9230498727181
13,50 SMS,2023-08-22 14:33:33,9230671681911
18,73 MB data,2023-07-22 11:20:26,9230648571772
19,85 MB data,2023-12-24 05:33:26,9230214230900
0,47 SMS,2023-03-09 16:02:56,9230975398588
7,28 SMS,2023-08-21 14:51:45,9230232190327
0,8 SMS,2023-05-25 18:49:07,9230519509585
0,1 SMS,2023-07-04 17:32:17,9230449994233
9,49 seconds voice call,2023-04-29 18:42:13,9230428352927
2,91 MB data,2023-05-02 12:12:44,9230717631811
0,39 MB data,2023-07-06 04:09:37,9230996629579
0,47 seconds voice call,2023-03-07 01:45:10,9230489567018
9,39 MB data,2023-01-24 22:13:52,9230690127388
0,78 MB data,2023-10-23 17:23:14,9230316119294
17,42 SMS,2023-08-23 19:29:11,9230491725711
0,92 MB data,2024-07-28 05:46:27,9230181232816
3,24 SMS,2023-04-07 12:39:02,9230265833817
8,61 MB data,2024-07-11 07:26:57,9230406147934
0,43 MB data,2023-11-19 04:02:28,9230277017963
0,25 SMS,2024-09-15 02:26:19,9230877452953
0,2 SMS,2024-02-16 04:21:57,9230131212541
10,19 MB data,2024-12-21 13:06:43,9230926844978
0,44 SMS,2024-12-18 17:39:15,9230195976999
8,20 SMS,2024-03-23 13:11:12,9230406147934
0,5 SMS,2023-04-01 23:09:08,9230913067921
6,59 MB data,2023-02-23 08:34:46,9230169412325
4,1 SMS,2023-06-13 04:12:20,9230461913145
19,35 MB data,2024-01-12 02:02:39,9230297580025
0,72 MB data,2023-03-05 07:22:01,9230276004324
11,134 seconds voice call,2023-10-29 02:47:53,9230935333762
20,77 MB data,2023-06-13 06:21:56,9230678073159
6,34 SMS,2023-12-16 06:53:32,9230906222160
0,9 SMS,2023-12-19 09:58:14,9230701049720
13,67 MB data,2024-06-10 21:56:53,9230584157454
5,231 seconds voice call,2024-02-23 01:32:52,9230683830895
2,152 seconds voice call,2024-07-22 02:21:26,9230996583212
10,50 MB data,2023-05-06 02:01:08,9230380831002
3,87 seconds voice call,2024-05-07 14:23:26,9230745590992
0,257 seconds voice call,2023-08-27 09:52:52,9230291832784
14,59 seconds voice call,2023-02-16 12:02:05,9230344399416
4,88 MB data,2023-08-29 05:03:34,9230707794631
2,35 seconds voice call,2024-12-05 21:20:53,9230808755530
6,24 MB data,2023-04-07 20:26:03,9230141894241
12,70 seconds voice call,2023-02-20 14:03:06,9230101039883
0,12 SMS,2024-08-18 20:48:29,9230108807547
11,280 seconds voice call,2024-10-06 06:23:07,9230695127231
9,35 SMS,2023-08-04 14:33:56,9230935333762
0,15 SMS,2023-04-22 10:31:45,9230839531825
13,76 MB data,2023-11-30 03:36:32,9230498727181
0,66 MB data,2024-02-17 22:25:53,9230677273280
0,16 SMS,2024-04-07 09:47:00,9230492437848
1,54 MB data,2024-12-26 05:48:55,9230166511912
0,87 seconds voice call,2024-01-13 10:31:22,9230695127231
0,148 seconds voice call,2024-03-08 03:49:52,9230344399416
0,74 MB data,2024-01-17 20:45:46,9230371331909
7,33 SMS,2024-11-28 01:18:44,9230407015189
4,39 SMS,2023-08-11 02:55:56,9230503425792
0,123 seconds voice call,2024-09-27 23:24:07,9230136074684
0,87 MB data,2024-06-30 00:26:50,9230482635548
4,218 seconds voice call,2023-03-08 22:39:48,9230659891639
0,83 MB data,2024-12-14 18:32:39,9230469234286
9,78 seconds voice call,2024-06-16 08:38:35,9230515578106
16,27 MB data,2023-02-01 18:54:35,9230371331909
16,36 SMS,2023-08-02 07:22:01,9230276660407
7,46 MB data,2024-12-29 20:38:16,9230522252850
0,4 SMS,2024-10-10 02:20:52,9230701523260
18,45 MB data,2023-01-23 18:48:37,9230555117124
16,7 SMS,2024-05-08 18:09:21,9230609873958
0,34 SMS,2023-09-13 07:44:10,9230231393360
0,28 MB data,2023-01-11 06:59:30,9230836421597
12,6 SMS,2024-08-23 00:23:12,9230951173620
0,11 seconds voice call,2024-01-25 16:21:12,9230744398113
19,43 SMS,2023-08-02 17:36:37,9230530607842
3,9 MB data,2024-10-11 13:55:26,9230740178078
4,69 MB data,2023-12-04 09:36:36,9230460235560
19,38 SMS,2023-04-04 12:55:01,9230416880924
0,68 MB data,2023-01-25 18:31:43,9230406874492
8,264 seconds voice call,2024-12-10 13:31:33,9230836421597
0,41 SMS,2023-10-19 14:20:46,9230710465361
0,149 seconds voice call,2024-03-08 09:03:38,9230988629670
15,37 MB data,2023-05-16 10:29:59,9230879503904
11,78 MB data,2023-11-16 17:51:58,9230274619633
0,108 seconds voice call,2023-07-06 06:39:42,9230538552061
0,296 seconds voice call,2024-08-05 04:04:36,9230663695123
10,48 SMS,2023-05-12 18:11:37,9230538552061
0,50 SMS,2023-05-05 07:51:57,9230230356648
16,81 MB data,2023-08-27 14:39:36,9230878531833
0,31 SMS,2024-07-12 00:26:05,9230760123315
0,56 seconds voice call,2023-01-31 13:00:36,9230783931863
16,212 seconds voice call,2024-11-10 09:53:13,9230924151654
0,15 MB data,2023-09-04 21:12:51,9230797852798
0,15 SMS,2023-01-27 18:41:50,9230293207299
10,123 seconds voice call,2024-11-25 18:22:24,9230696877696
0,131 seconds voice call,2024-03-21 09:25:40,9230424834512
0,83 MB data,2023-09-14 06:00:33,9230191688658
12,287 seconds voice call,2024-06-19 12:30:32,9230356540951
0,49 SMS,2023-08-30 13:17:05,9230135697838
11,49 seconds voice call,2023-06-05 23:02:59,9230533971297
2,77 MB data,2024-12-28 21:51:03,9230369808467
0,44 seconds voice call,2024-06-15 14:17:36,9230539361665
13,214 seconds voice call,2023-12-16 06:50:55,9230316119294
1,16 SMS,2024-04-10 13:19:24,9230644375655
0,251 seconds voice call,2024-07-06 13:18:35,9230316119294
5,140 seconds voice call,2024-07-08 03:03:13,9230988629670
0,47 MB data,2023-09-30 23:03:39,9230200289727
8,56 seconds voice call,2024-07-14 19:01:41,9230569464483
3,58 MB data,2024-02-24 07:41:52,9230237841298
3,24 SMS,2024-04-16 09:10:41,9230878479840
17,61 MB data,2023-01-18 09:04:25,9230863763764
6,39 SMS,2024-12-04 09:31:48,9230417657556
0,296 seconds voice call,2024-11-20 18:55:05,9230934867447
0,19 SMS,2023-03-15 21:05:04,9230963789911
20,89 MB data,2024-04-28 13:38:16,9230663695123
2,269 seconds voice call,2024-09-20 13:44:12,9230277713469
0,44 SMS,2023-05-22 09:26:34,9230440406252
9,55 MB data,2023-06-18 06:52:17,9230980574168
13,8 seconds voice call,2024-01-17 17:06:07,9230208786773
0,87 seconds voice call,2023-08-01 20:30:16,9230189367566
0,145 seconds voice call,2024-08-30 19:05:54,9230784359368
0,12 SMS,2023-12-16 08:35:03,9230965222030
18,81 MB data,2023-04-26 11:43:30,9230975398588
0,24 SMS,2024-11-16 01:55:33,9230492137781
0,1 MB data,2023-07-03 01:07:24,9230655468230
0,61 seconds voice call,2023-01-05 23:31:01,9230870299395
0,33 MB data,2024-09-29 02:31:45,9230208786773
0,90 MB data,2023-11-02 04:44:39,9230418573546
0,23 MB data,2024-04-17 04:06:20,9230705284347
0,8 SMS,2024-02-17 10:12:16,9230949423190
4,236 seconds voice call,2023-01-11 08:08:46,9230991595287
0,264 seconds voice call,2024-04-16 10:06:41,9230498727181
0,193 seconds voice call,2023-02-24 20:49:23,9230894240000
8,44 SMS,2024-07-07 19:12:09,9230532570407
0,7 MB data,2024-10-27 14:49:05,9230232190327
11,18 MB data,2024-12-01 01:03:23,9230382598306
17,72 MB data,2024-08-02 21:39:37,9230805812231
0,3 SMS,2024-09-05 08:18:51,9230184750806
0,45 SMS,2024-04-24 01:21:49,9230316119294
12,9 SMS,2023-11-30 21:25:16,9230338854256
6,63 MB data,2023-12-31 22:07:22,9230438965158
0,27 SMS,2024-11-03 11:27:07,9230259441946
18,44 MB data,2023-05-25 04:10:45,9230429988720
0,42 MB data,2023-08-07 01:33:07,9230169412325
19,22 MB data,2023-08-06 22:21:14,9230583143146
0,12 SMS,2024-12-05 21:25:57,9230223870632
0,9 SMS,2023-11-27 18:40:23,9230542774756
10,14 MB data,2023-01-29 05:39:54,9230174337699
0,185 seconds voice call,2023-01-08 22:49:51,9230808755530
17,197 seconds voice call,2024-06-23 22:43:55,9230877452953
0,10 SMS,2023-01-17 07:58:48,9230532210174
0,5 MB data,2024-08-28 04:00:50,9230406874492
17,81 seconds voice call,2023-05-05 05:50:48,9230405694220
0,36 MB data,2023-08-27 22:12:08,9230539361665
0,135 seconds voice call,2023-11-16 19:59:34,9230130432269
19,232 seconds voice call,2023-04-11 14:39:14,9230582461373
8,72 MB data,2023-08-15 15:43:33,9230482635548
0,72 seconds voice call,2024-02-02 05:03:44,9230719228714
7,3 SMS,2024-12-31 03:30:55,9230975398588
18,30 seconds voice call,2024-11-28 01:13:06,9230808755530
0,48 SMS,2023-11-16 00:42:35,9230515222731
0,270 seconds voice call,2024-09-17 15:09:05,9230677273280
16,59 MB data,2024-05-20 19:22:04,9230276004324
7,86 MB data,2024-03-05 04:51:30,9230397501087
13,17 SMS,2024-06-20 18:46:46,9230239925602
0,42 SMS,2023-01-09 13:58:53,9230128026064
0,35 SMS,2023-10-08 09:51:21,9230141002657
16,226 seconds voice call,2023-06-19 17:49:24,9230424681184
0,33 SMS,2024-01-06 07:19:55,9230483525064
10,86 seconds voice call,2024-10-02 09:12:55,9230834904761
0,9 MB data,2024-09-03 01:30:17,9230734328465
14,40 SMS,2023-04-15 11:17:32,9230781941999
3,175 seconds voice call,2023-01-05 13:20:14,9230988629670
0,36 MB data,2024-12-19 20:59:18,9230582875040
0,70 seconds voice call,2024-10-31 16:13:05,9230354967134
3,173 seconds voice call,2023-11-30 20:32:33,9230283949996
0,73 seconds voice call,2023-07-07 16:04:51,9230108284824
2,190 seconds voice call,2023-02-20 16:44:00,9230854438776
2,36 seconds voice call,2023-03-26 02:16:44,9230202281036
0,84 MB data,2024-01-19 15:13:29,9230776465178
0,30 SMS,2023-03-30 04:58:54,9230491718472
0,81 seconds voice call,2023-04-04 10:15:14,9230136370951
19,52 MB data,2023-05-02 21:27:52,9230710999422
0,67 MB data,2023-10-25 14:29:39,9230773751253
0,206 seconds voice call,2023-04-11 22:00:06,9230788912728
0,44 MB data,2024-10-06 19:50:44,9230504769021
0,83 MB data,2024-03-05 02:08:03,9230683830895
0,269 seconds voice call,2024-06-20 13:45:18,9230493806941
0,100 MB data,2023-07-21 02:17:16,9230181232816
0,83 MB data,2024-03-27 02:14:07,9230975398588
0,60 MB data,2023-11-24 22:20:05,9230418573546
16,20 SMS,2023-06-22 11:07:08,9230884555194
0,15 SMS,2024-02-01 15:24:19,9230710465361
0,54 seconds voice call,2024-03-06 22:17:25,9230390393385
12,192 seconds voice call,2024-05-07 00:31:05,9230281653523
0,33 SMS,2023-07-09 13:07:31,9230575260490
16,155 seconds voice call,2024-09-18 04:37:39,9230108807547
0,42 SMS,2023-03-01 12:05:37,9230648571772
0,118 seconds voice call,2023-07-27 05:43:53,9230553625236
0,88 MB data,2024-08-12 13:20:20,9230710999422
15,125 seconds voice call,2023-03-23 02:13:34,9230870299395
1,3 SMS,2024-08-12 23:26:14,9230195976999
0,226 seconds voice call,2023-11-27 20:31:49,9230403240894
0,71 MB data,2023-11-30 23:56:38,9230793158951
0,92 MB data,2024-03-16 02:01:51,9230854996962
14,171 seconds voice call,2023-09-06 13:30:00,9230553677954
0,5 SMS,2024-06-19 12:44:39,9230141002657
0,92 MB data,2023-09-11 21:50:54,9230625617252
6,44 MB data,2024-01-17 09:38:52,9230678620520
0,9 SMS,2023-10-10 14:29:32,9230367979227
0,23 MB data,2023-11-26 01:26:03,9230488988175
0,86 MB data,2023-08-27 05:10:56,9230214230900
0,40 seconds voice call,2024-04-29 02:08:09,9230801432971
0,3 SMS,2023-03-28 02:06:27,9230555117124
2,286 seconds voice call,2024-12-19 01:25:34,9230584177819
0,29 seconds voice call,2024-06-02 01:51:00,9230781941999
0,44 SMS,2023-04-11 17:36:00,9230386899259
0,137 seconds voice call,2023-09-18 18:28:21,9230757247005
9,28 MB data,2023-02-04 01:21:21,9230913662608
0,275 seconds voice call,2023-01-23 13:31:36,9230195976999
0,66 MB data,2023-07-30 21:12:42,9230797287920
0,36 SMS,2023-08-25 02:56:32,9230940913341
0,50 SMS,2024-09-03 18:52:48,9230547718818
0,172 seconds voice call,2024-04-26 00:51:07,9230744398113
0,48 SMS,2023-05-09 14:20:27,9230783578773
0,29 MB data,2023-11-19 03:36:29,9230707021158
0,31 SMS,2024-08-14 11:18:24,9230869170025
12,250 seconds voice call,2024-07-07 03:49:02,9230445974479
0,29 MB data,2023-06-28 23:46:11,9230286659796
7,21 MB data,2023-08-22 17:47:17,9230710465361
0,49 SMS,2024-10-12 07:35:36,9230587001801
18,182 seconds voice call,2024-05-10 12:02:55,9230760123315
3,22 SMS,2024-07-14 13:25:01,9230836421597
17,18 SMS,2023-06-03 18:46:23,9230998618451
20,28 SMS,2024-08-11 18:32:21,9230416880924
0,67 seconds voice call,2024-08-21 14:39:07,9230380721970
0,55 MB data,2023-02-23 02:07:42,9230509988441
0,177 seconds voice call,2024-01-16 06:50:12,9230913067921
18,45 SMS,2024-02-09 19:14:08,9230732582752
0,143 seconds voice call,2024-02-23 13:38:00,9230292331082
12,38 SMS,2024-06-21 21:43:32,9230222425251
20,222 seconds voice call,2024-02-21 12:37:14,9230531683554
0,224 seconds voice call,2024-09-02 14:58:53,9230265833817
12,24 MB data,2023-12-30 17:25:33,9230818324681
8,35 MB data,2024-10-26 10:55:20,9230996583212
0,255 seconds voice call,2023-10-23 02:12:10,9230582461373
7,175 seconds voice call,2024-08-12 06:25:57,9230868543023
16,169 seconds voice call,2024-10-12 06:53:48,9230678073159
11,21 MB data,2023-05-12 04:26:22,9230595811548
16,75 MB data,2024-11-24 21:42:54,9230904602671
4,22 MB data,2023-07-27 04:50:20,9230232190327
0,224 seconds voice call,2024-08-04 05:41:54,9230532570407
14,37 SMS,2024-12-04 18:15:49,9230912538628
0,8 SMS,2024-06-14 21:16:38,9230917703637
19,34 MB data,2023-04-20 10:52:27,9230382598306
17,28 seconds voice call,2024-08-01 03:25:17,9230491725711
0,47 MB data,2023-12-13 11:14:57,9230934867447
2,45 SMS,2024-06-22 02:30:33,9230277146142
0,73 MB data,2023-06-25 02:26:21,9230104488435
0,11 MB data,2023-04-28 21:00:53,9230627366212
0,204 seconds voice call,2024-07-15 21:12:26,9230988629670
12,1 MB data,2024-09-01 13:55:34,9230526661255
9,44 SMS,2024-08-04 02:21:14,9230504769021
0,162 seconds voice call,2023-01-08 06:14:11,9230347659110
0,51 MB data,2024-06-14 16:55:33,9230281653523
0,39 SMS,2024-06-11 23:53:24,9230859259858
0,14 SMS,2023-08-06 12:13:26,9230701523260
0,59 MB data,2024-03-06 16:18:40,9230804848289
10,51 seconds voice call,2024-05-30 23:41:00,9230498727181
0,8 SMS,2024-02-27 14:20:39,9230865836147
0,91 MB data,2024-07-10 02:43:20,9230692205256
13,51 MB data,2023-12-16 08:55:07,9230210475028
0,75 MB data,2024-08-02 20:55:46,9230818324681
15,47 SMS,2024-04-09 19:21:11,9230615495383
0,20 SMS,2023-08-18 23:39:34,9230996583212
0,29 SMS,2024-02-11 01:09:00,9230324505412
0,107 seconds voice call,2023-10-21 10:22:34,9230764380110
17,65 MB data,2024-12-17 07:52:03,9230536743904
9,42 seconds voice call,2024-01-14 02:39:56,9230248021475
8,29 SMS,2024-01-20 17:17:33,9230308743962
14,20 MB data,2023-10-09 08:18:25,9230710999422
0,23 SMS,2023-01-05 02:19:41,9230257976986
9,66 MB data,2024-08-21 22:09:20,9230578964248
13,30 SMS,2024-04-29 09:29:30,9230815165481
0,165 seconds voice call,2023-05-18 02:33:12,9230218302795
0,45 MB data,2024-05-11 07:54:29,9230808755530
0,79 MB data,2023-01-30 20:56:22,9230845937238
10,42 MB data,2023-11-01 04:52:57,9230324505412
0,15 seconds voice call,2023-05-26 00:32:13,9230993322733
0,72 MB data,2023-08-25 16:52:28,9230377854779
0,207 seconds voice call,2024-11-10 10:17:44,9230502363761
11,17 SMS,2023-12-17 16:08:21,9230135697838
13,11 SMS,2023-06-04 17:39:36,9230347659110
18,174 seconds voice call,2024-12-10 00:26:20,9230843939004
19,5 SMS,2023-09-29 06:56:14,9230805812231
0,46 SMS,2023-12-13 14:29:34,9230951046596
19,70 MB data,2023-08-29 14:27:59,9230460406713
0,213 seconds voice call,2023-06-02 09:23:59,9230718459155
18,250 seconds voice call,2024-03-02 19:18:55,9230300480073
14,15 SMS,2023-03-19 20:52:25,9230759262037
0,185 seconds voice call,2023-12-22 18:28:18,9230850684352
13,39 SMS,2024-05-23 05:38:12,9230878531833
0,59 seconds voice call,2024-09-25 02:38:43,9230747965604
10,26 SMS,2023-10-14 09:38:06,9230615495383
19,81 MB data,2023-06-11 01:22:39,9230927069977
10,25 MB data,2023-06-27 18:41:31,9230768600866
0,35 SMS,2023-12-30 11:41:46,9230854438776
0,2 SMS,2023-08-25 14:43:29,9230882185417
18,232 seconds voice call,2024-08-15 20:20:21,9230377208567
17,48 MB data,2023-01-12 10:22:16,9230988629670
0,177 seconds voice call,2023-08-25 15:59:24,9230677273280
19,48 SMS,2024-06-25 10:15:47,9230952507106
0,75 seconds voice call,2024-08-01 22:43:23,9230945377575
0,23 MB data,2024-08-29 23:14:29,9230423959650
0,25 SMS,2024-07-18 09:42:05,9230715340104
3,59 MB data,2023-07-04 00:17:24,9230701049720
0,28 MB data,2023-11-30 13:34:42,9230460235560
9,11 MB data,2024-04-11 08:20:06,9230164904391
0,12 SMS,2024-04-15 03:37:57,9230463124616
12,14 MB data,2024-08-29 14:53:21,9230338854256
0,3 SMS,2023-03-07 00:51:21,9230844863890
2,32 SMS,2024-04-25 11:33:00,9230865836147
0,68 MB data,2023-04-17 14:43:08,9230999762562
0,17 SMS,2024-08-30 21:12:18,9230515222731
11,9 MB data,2023-04-23 17:15:41,9230628658338
0,28 MB data,2023-10-29 05:46:09,9230737442961
15,49 MB data,2023-04-07 03:29:59,9230859759249
0,13 seconds voice call,2023-04-20 13:43:47,9230965222030
12,8 SMS,2024-04-30 19:15:24,9230555117124
0,57 MB data,2023-08-04 04:43:36,9230859759249
9,260 seconds voice call,2023-02-20 09:07:48,9230408988930
8,89 MB data,2023-03-07 19:39:20,9230530607842
20,27 SMS,2024-07-16 06:10:59,9230719228714
0,30 MB data,2024-10-03 04:17:09,9230371331909
5,38 MB data,2023-06-28 23:39:57,9230324505412
0,96 MB data,2024-06-11 10:59:15,9230681362355
0,30 MB data,2024-08-02 01:37:26,9230710465361
19,15 seconds voice call,2024-02-17 12:10:29,9230793158951
0,31 SMS,2023-01-28 15:28:28,9230877653565
0,45 SMS,2023-05-25 08:07:22,9230563265024
0,101 seconds voice call,2024-09-05 13:30:17,9230620961607
10,23 SMS,2024-07-22 07:31:17,9230952507106
6,33 SMS,2023-09-19 01:03:24,9230463124616
0,57 MB data,2023-08-29 22:52:56,9230804848289
0,25 SMS,2023-06-26 05:52:28,9230128026064
7,76 MB data,2023-04-08 10:40:59,9230458233434
0,152 seconds voice call,2024-04-28 22:17:28,9230220901940
4,76 MB data,2024-10-10 00:56:59,9230718459155
0,293 seconds voice call,2024-10-16 16:32:31,9230270449680
0,181 seconds voice call,2023-11-02 14:54:58,9230274619633
18,27 SMS,2024-10-06 15:07:33,9230136370951
0,23 SMS,2023-08-01 11:00:18,9230175168797
7,16 MB data,2024-03-31 01:55:46,9230185115570
0,45 MB data,2023-10-14 12:50:54,9230483525064
1,251 seconds voice call,2024-04-15 23:00:12,9230770746433
0,65 MB data,2023-08-19 11:10:08,9230518716541
5,4 SMS,2023-11-04 04:23:45,9230277146142
0,114 seconds voice call,2024-06-01 22:11:16,9230338854256
6,74 MB data,2024-04-17 09:57:45,9230912538628
0,8 MB data,2023-03-12 03:09:05,9230104488435
0,6 SMS,2024-04-24 21:21:58,9230975398588
0,9 SMS,2024-04-30 00:01:33,9230417634205
13,90 MB data,2024-12-05 18:26:47,9230243179920
0,35 MB data,2023-07-07 05:43:04,9230958106815
11,23 SMS,2023-03-26 23:56:49,9230104488435
18,19 SMS,2024-12-21 13:40:16,9230445974479
14,43 MB data,2023-11-22 10:18:17,9230174392318
3,45 seconds voice call,2024-10-14 06:31:56,9230861468048
0,16 SMS,2023-12-13 21:50:58,9230854996962
